Scheme Name,URL,Benefits
"Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Standard Quality Compliance","https://www.myscheme.gov.in/schemes/ismpsssqc","Benefits
50% subsidy subject to a maximum of ₹ 5,00,000/-."
"Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Patent Registration","https://www.myscheme.gov.in/schemes/ismpsspr","Benefits
50% subsidy subject to a maximum ₹ 5,00,000/-."
"Incentive Scheme for MSMEs in Powerloom Sector: Subsidy on Stamp Duty and Registration Fees","https://www.myscheme.gov.in/schemes/ismpsssd","Benefits
Micro & Small Enterprise:
Zone A: 75%
Zone B: 75%
Zone C: 75%
Zone D & E: 100%
Medium Enterprise:
Zone B, C, D and E: 75%"
"Scheme of Financial Assistance for Cultural Organization for Holding Conference, Seminar, Symposium, Exhibition, Festival, Competition etc.","https://www.myscheme.gov.in/schemes/sfacohcssefc","Benefits
Financial Assistance of 10,000/- annually."
"Financial Assistance for Stage III & IV Cancer Patients","https://www.myscheme.gov.in/schemes/fasiiiaivcp","Benefits
Under this scheme, financial assistance/pension of ₹3,000/- per month will be provided to Stage III and IV cancer patients starting from 01.01.2024."
"Financial Assistance to Indigent Artistes","https://www.myscheme.gov.in/schemes/fatia","Benefits
Financial Assistance of ₹1,000/- per month."
"Maintenance Grant to Institutions and Organizations Engaged in Cultural Activities","https://www.myscheme.gov.in/schemes/mgioeca","Benefits
Financial assistance gives for maintenance ₹3,000/- and cultural activities ₹5,000/-."
"West Bengal Migrant Workers’ Welfare Scheme: Cremation","https://www.myscheme.gov.in/schemes/wbmwwsca","Benefits
₹ 3,000/- to the nominee of the registered Migrant Worker."
"Pragati Scholarship Scheme For Girl Students (Technical Degree)","https://www.myscheme.gov.in/schemes/psgs-deg","Benefits
₹ 50,000/- per annum for every year of study, i.e. maximum of 4 years for first-year admitted students and a maximum of 3 years for second-year admitted students, through lateral entry as a lump sum amount towards payment of college fees, purchase of computer, stationeries, books, equipment, software, etc."
"Assistance on Death- Haryana Silicosis Board","https://www.myscheme.gov.in/schemes/ad-hsb","Benefits
Under this scheme, in the event of the death of a Silicosis victim, financial assistance of ₹1,00,000/- will be provided.
Note 1: If the deceased was married, the assistance will be payable to the widow or widower.
Note 2: If the deceased was unmarried, the financial assistance will be given to the nominee."
"Family Pension- Haryana Silicosis Board","https://www.myscheme.gov.in/schemes/fp-hsb","Benefits
Under this scheme, financial assistance of ₹3,500/- per month will be given after the death of the worker due to Silicosis.
Note 1: If the deceased worker was married, assistance will be given to the widow or widower until he/she remains alive.
Note 2: If the deceased worker was unmarried, financial assistance will be given to his/her living parents."
"Award of Puduvai Kalaimamani","https://www.myscheme.gov.in/schemes/aopk","Benefits
Financial Assistance of ₹50,000/-. 
No. of Awards: 30"
"Mukhyamantri Tirth Yatra Yojana","https://www.myscheme.gov.in/schemes/mtyy","Benefits
Under this scheme, the facility is provided to senior citizens who wish to visit religious destinations such as Ayodhya, Varanasi, Nanded Sahib, Patna Sahib, Ajmer Sharif, and other such destinations in India.
The Scheme also ensures that constraints of travel and local arrangements do not hinder senior citizens from undertaking the journey.
The Government shall bear the cost of Rail travel (to and fro) in 3rd tier AC to destinations such as Ayodhya, Varanasi, Nanded Sahib, Patna Sahib, Ajmer Sharif, and other such destinations in India.
The Government shall also bear the cost of transport from the place of residence to the Start of Train journey station at normative rates fixed by the Government. This cost shall be reimbursed to the applicant after the confirmation of completion of journey in the bank account of applicant linked with PPP ID.
Facility of an attendant to accompany the applicant may be availed by the applicant of age more than 80 years on payment of 50% of railway ticket fare charges either through online payment or by deposit of cash at nearby Antyodaya Saral Kendra."
"One Family One Job Scheme","https://www.myscheme.gov.in/schemes/ofojs","Benefits
Candidates registered under this scheme are eligible for all benefits provided by the Employment Department."
"Chief Minister Nari Shakti Yojana","https://www.myscheme.gov.in/schemes/cmnsy","Benefits
Related to the development of women
Under social empowerment: Women's helpline, short stay home, defense home, working women's hostel, child care home.
Under cultural empowerment: Women cultural fairs and award scheme to self-help groups for innovative work.
Under economic empowerment: Training of women in employable vocational courses in service sector and employment or association with self-employment, training work research for service sector and Innovative for new ideas regarding their development and empowerment Planning is to be encouraged."
"Education Loan Scheme- Credit Line 2 for Minority Community","https://www.myscheme.gov.in/schemes/els-cl2mc","Benefits
Under this scheme, Nigam provides loans of up to ₹20,00,000/- for professional degree courses in India and up to ₹30,00,000/- for courses abroad, with an interest rate of 8% for males and 5% for females.
The education loans are provided for pursuing general/professional/ technical courses or training at the graduate and/or higher level to minority communities i.e. Muslims, Sikhs, Christians, Buddhists, Parsis, and Jains."
"Financial Assistive Devices for Persons with Disabilities","https://www.myscheme.gov.in/schemes/fadpd","Benefits
Under this scheme, loans of up to ₹5 lakhs are provided to the target group for the purchase of assistive devices such as screen readers, motorized tricycles, scooty, hearing aids, etc., including the cost of retrofitting, to enhance their employability or improve self-employment prospects."
"Good Samaritan Scheme","https://www.myscheme.gov.in/schemes/sgs","Benefits
1.  If one Good Samaritan saves the life of one or more victims of a single fatal accident involving a motor vehicle, the amount of the award will be ₹ 5000/- only.
2.  If more than one Good Samaritan saves the life of one victim of a fatal accident involving a motor vehicle, the amount of the award i.e. ₹ 5000/-will be divided equally among them.
3.  If more than one Good Samaritan saves the life of more than one victim of a fatal accident involving a motor vehicle, the amount of award will be ₹ 5000/- per victim saved subject to a maximum of ₹ 5000/-per Good Samaritan.
4.  Every cash award would be accompanied by a "Certification of Appreciation".
5.  There will be 10 National Level Awards for the most worthy Good Samaritans (who will be selected from all those who have been awarded during the whole year) and they would be given an Award of ₹ 1,00,000/- each.
6.  An individual Good Samaritan can be awarded a maximum of 5 times a year."
"Purchase of Vehicle for Commercial Hiring Purpose for Persons with Disabilities","https://www.myscheme.gov.in/schemes/pvcppd","Benefits
Under this scheme, loans are provided to differently abled persons for commercial hiring up to ₹10,000,00/- and for purchasing special category vehicles such as JCB, Trucks, Road rollers, etc., with loans up to ₹25,000,00/-."
"Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Medical Equipment And Accessories, Medical Diagnostics And Ayush Products Manufacturing Units","https://www.myscheme.gov.in/schemes/ipsftsame","Benefits
Capital Investment Subsidy: 20% of Gross Fixed Capital Investment made will be reimbursed subject to maximum of ₹50,00,000/- per unit.
Credit Linked Interest Subsidy: 60% per annum limited to maximum of ₹50,00,000/- lakhs per annum for Five years OR for the period of repayment of loan whichever is earlier."
"Mahila Samiriddhi Yojana for Backward Classes- Haryana","https://www.myscheme.gov.in/schemes/msybc","Benefits
Under this scheme, Nigam provides loans up to ₹1,25,000/- per beneficiary only to women entrepreneurs of the target group either directly or through Self-Help Groups."
"Youth Hostel Scheme","https://www.myscheme.gov.in/schemes/yhs","Benefits
Affordable accommodation: Youth hostels offer a much cheaper alternative to hotels and guesthouses.
Social atmosphere: Youth hostels are a great place to meet new people from all over the world.
Cultural experience: Youth hostels are often located in places of cultural interest, giving you the opportunity to learn about the local culture and traditions.
Flexible options: Youth hostels offer a variety of accommodation options, including dormitories, private rooms, and family rooms. You can also choose to book meals at the hostel or cook your own food."
"Term Loan Scheme for Backward Classes","https://www.myscheme.gov.in/schemes/tlsbc","Benefits
Under the scheme, Nigam provides loans of up to ₹15,00,000/- at an annual interest rate of 6% to 8% to individuals from the Backward Classes to enhance their employability."
"Lakshmi Bai Samajik Suraksha Pension Yojana","https://www.myscheme.gov.in/schemes/lbsspy","Benefits
Financial Assistance of Rs. 300/- per month."
"Investment Promotion Scheme (IPS) For Cottage Industries: Financial Assistance To Cottage Industries","https://www.myscheme.gov.in/schemes/ipsfaci","Benefits
Rate of Capital Subsidy: 25% of the term loan amount for setting up of the Cottage Industry up to a maximum of ₹5,00,000/-.
Rate of Interest Subsidy: 50% of the Interest charged by Bank or NBFC or Cooperative Bank shall be reimbursed up to a period of 5 years from the date of commencement of Production.
Note:
10% additional capital subsidy shall be provided to Scheduled Castes/ Scheduled Tribes / Women/ Differently abled having 30% or more disability.
Maximum limit of the Bank Loan should be ₹20,00,000/-."
"Investment Promotion Scheme (IPS) For Handicraft Artisans: Assistance For Capital Investment To Uplift The Economic Condition Of Artisans/ Persons","https://www.myscheme.gov.in/schemes/ipshaaciec","Benefits

Name of Trade Approximate Cost(₹)
Senting work, Cobbler, Mobile repairing 10,000/-
Different types of Push Carts, Plumber, Beauty Parlour, Repairing of electrical appliances, Welding Work, Carpentry, Laundry services, Broom maker, Milk-Curd seller, Fish seller, Papad maker, Pickle maker, Hot cold beverages seller, Puncture kit, Flour mill, Masala mill, Hair cutting 15,000/-
Mason work, Vehicle service and repair, Cotton wick maker (Female SHGs member),  20,000/-
Tailoring, Embroidery 25,000/-
Pottery work 30,000/-
Paper cup and dish maker (Female SHGs) 50,000/-"
"Internship Scheme","https://www.myscheme.gov.in/schemes/isdelhi","Benefits
Experience Certificate:
At the end of the successful completion of the internship, the interns will be awarded a "Certificate” along with a grading based on the performance of the intern.
Logistics & Support:
Facilities like transportation to the work site, printing of study material, etc. required for successful completion of the internship shall be provided by the Department.
Stipend:
No stipend shall be paid."
"Investment Promotion Scheme (IPS): Scheme For Reimbursement Of Stamp Duty","https://www.myscheme.gov.in/schemes/ipssrsd","Benefits
For MSME sector: 50% reimbursement.
For units other than MSMEs: 25% reimbursement.
For Thrust Sectors: 100% reimbursement.
For Industrial units located in the Industrial Parks: 50% reimbursement.
Note: Reimbursement of Stamp duty will be made only after purchase of total required land and development of at least 25% of the infrastructure as required by the institutions developing the Industrial parks."
"Medical Assistance for the Construction Worker","https://www.myscheme.gov.in/schemes/maftcwsbw","Benefits
₹10,000/- is provided for Medical assistance."
"Dairy Farming Scheme (HSFDC)","https://www.myscheme.gov.in/schemes/dfshsfdc","Benefits
Project Cost Ceiling:
Up to ₹1,50,000 /-.
Subsidy:
Subsidy @ 50% of the total project cost (Maximum amount of subsidy is ₹10,000/-)  
Bank Loan:
Besides subsidy, the composite loan i.e. subsidy, and the balance amount of the bank loan is provided by the banks to the seller of the assets on behalf of the beneficiaries."
"Micro Credit Finance (NSFDC)","https://www.myscheme.gov.in/schemes/mcfnsfdc","Benefits
Maximum Loan Limit:
NSFDC provides loans up to 90% of the Project Cost with the maximum amount of ₹1.25 lakhs.
Rate of Interest:
The NSFDC shall charge interest @ 2.5% from the SCAs/CAs, which in turn, shall charge 6.5% from the Beneficiaries.
Repayment Period:
The loan under the Scheme is to be repaid in quarterly instalments within a maximum period of three years from the date of disbursement including 3 months moratorium period."
"Modular Employable Skills","https://www.myscheme.gov.in/schemes/mes","Benefits
Improved employability: The MES scheme is designed to provide vocational training to individuals in various sectors, making them more employable in the job market.
Flexible training: The training provided under the MES scheme is modular, meaning that it can be taken up in parts, making it flexible for individuals to learn at their own pace.
Certification: The MES scheme provides certification for the skills learned, which is recognized by the industry, making it easier for individuals to get jobs.
Skill development: The MES scheme provides training in various skills, including soft skills, technical skills, and practical skills, which help in the overall development of an individual.
Cost-effective: The MES scheme is a cost-effective way of providing vocational training to individuals, as the training is provided in modules, reducing the cost of training.
Encourages entrepreneurship: The MES scheme also encourages entrepreneurship by providing training in various sectors, making it easier for individuals to start their own businesses.
Note: Overall, the MES scheme has been beneficial in providing vocational training to individuals and improving their employability, which is important for the growth of the Indian economy.
MES would benefit different target groups like :
Workers seeking certification of their skills acquired informally workers and ITI graduates seeking skill upgradation early school drop-outs and unemployed Previously child labour and their families.
The essence of the scheme is in the certification that will be nationally and internationally recognized. Successful persons will be awarded certificates issued by National Council for Vocational Training (NCVT)."
"Financial Assistance to Disabled Ex-Servicemen","https://www.myscheme.gov.in/schemes/fadesm","Benefits
Under the scheme, financial assistance of ₹3,000/- per month is given to the disabled ex-servicemen, with an annual increase of ₹400/- w.e.f. 01.11.2017 every year in November.
Note: The grant of financial assistance shall be payable to the disabled Ex-Servicemen from the first day of the following month in which case for grant of financial assistance is sanctioned by the competent sanctioning authority of Rajya Sainik Board and no arrear for the post-period prior to the date of sanction of the grant of financial assistance shall be paid."
"Mukhya Mantri Gyandeep Yojna","https://www.myscheme.gov.in/schemes/mmgy","Benefits
Under this Scheme, Interest subsidy is admissible from any bank on an education loan availed up to the maximum of ₹10 lakhs.
Interest subsidy to the extent of 4% per annum on education loans will be allowed.
Note: Interest subsidy will be provided on interest charged on eligible education loan accounts during the repayment/ holiday/ moratorium period i.e. course period plus moratorium period of a maximum of one year."
"Buffalo Entrepreneurship Development Scheme","https://www.myscheme.gov.in/schemes/beds","Benefits
Subsidy Payment for beneficiary opted for Shed:
Phase Time SC/ST/Women/PwD/ Transgender General
1st Phase After completion of the shed and purchase of 1st milch graded Murrah she Buffalo & completion of its insurance 50% of the subsidy amount ₹59,100/- ₹49,250/-
2nd Phase After the purchase of 2nd milch graded Murrah she Buffalo & completion of its insurance-50% of the subsidy amount ₹59,100/- ₹49,250/-

Subsidy Payment for beneficiary not opted for Shed:
Phase Time SC/ST/Women/PwD/ Transgender  General
1st Phase Purchase of 1 milch graded Murrah she Buffalo & completion of its insurance for 3 years 50% of the subsidy amount ₹44,700/- ₹37,250/-
2nd Phase After the purchase of 2nd milch graded Murrah she Buffalo & completion of its insurance for 3 years- 50% of the subsidy amount ₹44,700/- ₹37,250/-

NOTE: The beneficiaries are eligible for a back-ended subsidy of 60% for SC, ST, PWD, Women & Transgender categories and 50% for the General category. The subsidy shall be released to the beneficiary's bank account through DBT mode in 2 phases."
"Funeral Assistance for the Construction Worker","https://www.myscheme.gov.in/schemes/faftcwsb","Benefits
₹10,000/- is provided for Funeral assistance."
"The West Bengal Incentive Scheme: State Capital Investment Subsidy","https://www.myscheme.gov.in/schemes/wbisscis","Benefits
Group A: 7.5%, subject to a limit of ₹ 1,00,00,000/-,
Group B: 10%, subject to a limit of ₹ 1,00,00,000/-,
Group C: 15%, subject to a limit of ₹ 1,20,00,000/-,
Group D: 20%, subject to a limit of ₹ 1,50,00,000/-.
Special Area: 25%, subject to a limit of ₹ 1,75,00,000/-.
Note: In no case, the amount of this subsidy to an eligible unit in respect of the building component will exceed 50% of the total State Capital Investment Subsidy given to the unit."
"Sanctioning of M.C.R. Chappals to Senior Citizens","https://www.myscheme.gov.in/schemes/smcrcsc","Benefits
Distribution of Daisy Players.
Category I: Parent/Guardian income up to ₹15,000/- per month – full cost covered.
Category II: Parent/Guardian income from ₹15,001 to ₹20,000/- per month – half of the cost covered.
Category III: Parent/Guardian income above ₹20,000/- per month – full cost to be borne by the beneficiary."
"Maternity Assistance for the Construction Worker","https://www.myscheme.gov.in/schemes/mafcws","Benefits
₹10,000/- is provided to the registered women members.
Note: The benefit shall not be allowed more than twice."
"Financial Assistance for Education for the Construction Workers","https://www.myscheme.gov.in/schemes/fafeftcw","Benefits

Sr. No Standard/ Course Amount of Assistance
1. Class 1 to 8 ₹500/- PM; ₹6000/- PA
2. Class 9 to 10 ₹700/-PM: ₹8400/- PA
3. Class 11 to 12 ₹1000/-PM: ₹12,000/- PA
4. Graduation level, ITI Course, Polytechnic Diploma (3 years) and Technical courses like MBA, Engineering, Medicine, etc. ₹1,000/-PM and reimbursement of tuition and hostel fees
5. Competitive Exams Supplementary education @ 75% of fees/cost incurred subject to a maximum of ₹50,000/- yearly per student. The students of class IX to XII & to those who have passed class XII not less than 2 years prior to the claim period but are preparing for Competitive exams shall be eligible."
"Health and Maternity Cover for the Construction Workers","https://www.myscheme.gov.in/schemes/hamcftcw","Benefits
Cash Benefits:
For Male Members: ₹30,000/- per delivery.
For Female Members: ₹40,000/- per delivery.
Other Benefits:
Enrollment Under PM-JAY: The beneficiaries shall be enrolled under the Pradhan Mantri Jan Arogya Yojna i.e “Ayushman Bharat”.
Note: The benefit shall not be allowed for more than two deliveries."
"Indira Gandhi Utkrisht Chattervriti Yojana","https://www.myscheme.gov.in/schemes/igucy","Benefits
A total of 150 meritorious students will receive ₹18,000 per annum based on merit."
"Financial Assistance to Ex-Servicemen of and above the Age of 60 Years and their Widows","https://www.myscheme.gov.in/schemes/faesmw","Benefits
Under the scheme, financial assistance of ₹3,000/- per month is given to ex-servicemen and widows of ex-servicemen aged 60 years and above, with an annual increase of ₹400/- w.e.f. 01.11.2017 every year in November.
Note: Sanctioned financial assistance grant shall be payable to the beneficiary from the first day of the following month in which case for grant of financial assistance is sanctioned by the Raiya Sainik Board and no arrear, for the past period prior to the date of sanction of grant of financial assistance shall be paid."
"Chanakya Scheme for Swayam Upadhi","https://www.myscheme.gov.in/schemes/cssu","Benefits
One-time financial assistance upto ₹2,00,000/-. 
NOTE: Not exceeding 50% of the project cost."
"Insurance Scheme for the Construction Workers","https://www.myscheme.gov.in/schemes/isftcw","Benefits
Enrollment of beneficiaries under the following schemes: 
Pradhan Mantri Suraksha Bima Yojna.
Pradhan Mantri Jeevan Jyoti BimaYojna."
"Bharati Scheme for Education Professional Education Course - Chartered Accountancy Intern","https://www.myscheme.gov.in/schemes/bsepec-cai","Benefits
Financial Assistance for the Professional Education Course – Chartered Accountancy Intern (IPCC): ₹20,000/-."
"Swaran Jayanti Ashray Yojana - Himachal Pradesh","https://www.myscheme.gov.in/schemes/sjay-hp","Benefits
Financial assistance of ₹1,50,000/- for construction of new house."
"Indira Gandhi Pyari Behna Sukh-Samman Nidhi Yojana","https://www.myscheme.gov.in/schemes/igpbssny","Benefits
Financial Assistance of ₹1500/- per month."
"Award Of Incentive For Marriage Between Persons With Benchmark Disabilities & Other Person","https://www.myscheme.gov.in/schemes/aimpwbdop","Benefits
The amount of incentive is fixed at ₹ 2,50,000/- and shall be disbursed to the couple through IFMS.
The amount of incentive shall be locked in for 3 years. 
Withdrawal is allowed in three phases with the withdrawal of 10% of the funds after 6 months, the next 10% after one year, and the balance of 80% of the funds after the successful completion of 3 years of the marriage. 
The couple can withdraw under the joint signature."
"Scholarship for Children of Deceased/Disabled/Retired Government Employees","https://www.myscheme.gov.in/schemes/scddrge","Benefits
Under this scheme, scholarships will be given at the following rates:-
Class 1 to 5:   ₹50/- per year for Boys and Girls students
Class 6 to 8:   ₹120/- per year for Boys and Girls students
Class 9 to 12:  ₹250/- per year for Boys and Girls students
Note: The scholarship will be deposited directly into the student's bank account."
"Distribution of Female Menstrual Hygiene Kit for the Construction Workers","https://www.myscheme.gov.in/schemes/dfmkftcw","Benefits"
"Self Education for the Construction Workers","https://www.myscheme.gov.in/schemes/seftcw","Benefits
Reimbursement : Course fees for distance education from NOS/ University/ Professional Institute (Except Permanent Government Servant).
Incentive Amount: ₹5,000/- for each degree."
"Retirement Relief in Quitting Service for the Construction Workers","https://www.myscheme.gov.in/schemes/rriqsftcw","Benefits
Quantum of Assistance: A certain amount would be paid to the Construction Workers/ Beneficiary, who is the member of the Board for a continuous period of 15 years."
"Promoting Registration for the Construction Workers","https://www.myscheme.gov.in/schemes/prftcw","Benefits
Distribution of sleeping mat/ blanket/ mosquito net to the registered construction workers."
"Mukhya Mantri Mahila Sashaktikaran Yojana","https://www.myscheme.gov.in/schemes/mmmsy","Benefits
Under this scheme, permanent training will be provided on various subjects like: 
Pharmacy, Beautician, Hotel/Event Management
Nursing, Short Term Management Course (Cooking/Banking), Laboratory Assistant
Physiotherapy, I.T.I./Polytechnic Course, B.Ed./D.Ed. etc.
Only from Government Institutions:
Aaya/Dai/Ward Nurse Hospitality, other training as the Government prescribes from time to time.
Note: This training will be conducted by institutions whose degrees or certificates are recognized as valid for government and non-government services."
"IMA Nongthangleima Yaipha Tengbang Scheme","https://www.myscheme.gov.in/schemes/inyts","Benefits
Financial Assistance of ₹500/- per month."
"Poshan Aahaar- Madhya Pradesh","https://www.myscheme.gov.in/schemes/pa-mp","Benefits
Through Aanganwadis children from 6 months to 6 Years, Pregnant Women, and Malnourished Children will be given nutrition as under:
Children from 6 months to 3 years, Pregnant and Lactating Mothers: Food items are being provided through MP Agro, State Rural Livelihood Mission, and other suppliers division-wise for 5 days a week on different days as per the following:-
Sl. No. Name of Food Items Beneficiary Quantity of Daily Food Items
1 Wheat Soya Burfi (Premix) Pregnant/lactating mothers 150 grams
2 Atta Besan Laddu (Premix) Pregnant/lactating mothers 150 grams
3 Halwa (premix) Children from 06 months to 03 years 120 grams
4 Child Food (Premix) Children from 06 months to 03 years 120 grams
5 A dish in South Asian cuisine made of rice and lentils Children from 06 months to 03 years/ pregnant/ lactating mothers 125 grams/150 grams
Children between 3 to 6 years: In the child development projects in rural areas, there is a provision for providing supplementary nutrition to children between 3 to 6 years of age in the form of breakfast and lunch separately through a common kitchen as per the following menu:-
Day Breakfast Lunch
Monday Sweet Lapsi Roti-vegetable-lentil
Tuesday Nutritious Khichdi  Kheer-Pudi-Mungvadi-Potato Tomato Vegetable
Wednesday Sweet Lapsi Roti-vegetable-lentil
Thursday Salted porridge  Veg Pulao-Pakora Kadhi
Friday Upma Roti-vegetable-lentil
Saturday Sweet Lapsi Roti-vegetable-lentil/rice sambhar
Note: In the child development projects of urban areas, there is a provision of providing nutritious food to children between 3 to 6 years of age as per the menu of the Common Chulha Programme through the local self-help groups.
Third meal for underweight children aged 6 months to 6 years:
Third meal will be provided to underweight children aged 6 months to 6 years registered in the Aaganwadi Centre as per the lunch menu on Monday, Wednesday, and Friday and as per the breakfast menu on Tuesday, Thursday and Saturday."
"State Government ST Scholarship (Class 1 to 8)","https://www.myscheme.gov.in/schemes/sgsts","Benefits
Under this scheme, scholarships will be provided to the students belonging to Scheduled Tribes at the following rates:
For Classes 1 to 5:
₹250/- per year (for 10 months) to all girls and boys belonging to special backward tribes (Baiga, Saharia, and Bharia).
For Classes 6 to 8:
₹200/- per year (for 10 months) for boys.
₹600/- per year (for 10 months) for girls.
Note: The scholarship will be deposited directly into the student's bank account."
"Kanya Saksharta Protsahan Yojana","https://www.myscheme.gov.in/schemes/kspy","Benefits
Under this scheme, all girls belonging to Scheduled Tribes who have passed Class 10th and are entering Class 11th will receive an incentive amount of ₹3,000/- per year.
Note: The incentive amount will be paid into the bank accounts of the girl students."
"Student Welfare Scheme","https://www.myscheme.gov.in/schemes/sws","Benefits
Under this scheme, financial assistance is provided for the following:
• For participation in special events such as art, cultural, intellectual, and scientific activities: ₹3,000/-
• For tricycles for disabled students: ₹3,000/-
• In case of untimely calamity or any emergency situation: ₹25,000/-
• For special diseases such as cancer, TB, and heart disease, etc.: ₹10,000/-
• In case of death: ₹25,000/-"
"Banishree Scholarship","https://www.myscheme.gov.in/schemes/bs","Benefits
Rates of Scholarship
A. Inside the State: 
Primary (Standard I to V): ₹400/-
Middle and High School (Standard VI to VIII and IX to XI) (Not covered by the Government of India Scholarship) : ₹500/-
College (+2 & +3) (Not covered by the Government of India Scholarship) : ₹600/-
College (P.G.) (Not covered by the Government of India Scholarship) : ₹700/-
Technical and vocational training (Not covered by Govt. of India Scholarship) : ₹700/-
B. Outside the State:
Students prosecuting normal course of study or technical/vocational/professional education/training not available in the State and not covered by Govt. of India Scholarship shall get ₹250 per month. 
In case of visually challenged candidates, Reader’s Allowance shall be paid at ₹200 per month for primary classes and ₹300 per month for middle and high school classes and ₹400 per month for other studies, if it is certified by the head of the institution that the candidate has continuously employed a reader during the period of study, subject to the condition that such assistance is not availed of from Govt. of India.
In case of orthopedically handicapped student who has 75% or above disabilities requiring special arrangements for transport, an additional monthly allowance of ₹200 per month may be sanctioned for transport, if it is not covered by the scheme of integrated education."
"Mahatama Gandhi Bunkar Bima Yojana","https://www.myscheme.gov.in/schemes/mgbby-odisha","Benefits
This scheme provide insurance coverage to handloom weavers as under:
In the event of the natural death of the weaver, a Sum Assured of ₹ 60,000 will become payable to the nominee.
In the cause of Accidental Death or Total Permanent Disability, a Sum Assured of ₹ 1,50,000/- will become payable to the nominee.
In case of Partial Disability, a Sum Assured of ₹ 75,000/- will become payable.
The scheme also provides scholarship to the children of parents who are covered under it under “Shiksha Sahyog Yojana”. 
A scholarship of ₹ 600/- per six month per child is to be paid to students studying is standard IX to XII for a maximum period of four years or till they complete XII standard, whichever event occurs earlier."
"Biju Swasthya Kalyan Yojana","https://www.myscheme.gov.in/schemes/bsky-chcsgh","Benefits
Families having BSKY Smart Health Card/ NFSA/ SFSS card can avail of cashless IPD and Day care treatment for the procedures for which the hospital is empaneled under BSKY within or outside the State up to the annual amount covered.  The scheme provides cashless health coverage of ₹5,00,000 per annum per family and an additional ₹5,00,000 for women members of the family after exhaustion of the initial limit at empaneled private hospitals within and outside Odisha.
PACKAGES
The updated package list under BSKY, as modified from time to time is available on the website www.bsky.odisha.gov.in. About 3% of the total packages are reserved for Government health institutions. About 10% of the packages are under the referral category, which can be availed only on referral by the appropriate authority. 
1. Reserved Packages
Treatment under these packages is only available in Govt. healthcare facilities. Treatment for minor ailments, and diseases under National Health Programs such as Management of superficial burns, minor injuries, Malaria, Typhoid fever, Gastroenteritis, Diarrhea, Dysentery, Tuberculosis, Urinary Tract Infection, Heat stroke, and surgeries for hydrocele, Abscess drainage, Lipoma and cyst excision and procedures like Dilatation and Curettage and MTP are reserved for Government facilities.   
2. Referral Package
The updated list of referral packages is available on the website www.bsky.odisha.gov.in. 
3. Open Packages
Any beneficiary can directly walk into any empaneled private hospital and avail of the treatment under this category of packages if he is found suitable for that package by the treating doctor of the empaneled hospital."
"Mukhyamantri Baristha Bunakar and Karigara Sahayata Yojana","https://www.myscheme.gov.in/schemes/bbsy","Benefits
The financial assistance for weavers & ancillary workers /handicraft artisan shall be as follows:
S.No Category Age of the Beneficiary Quantum of Assistance (in Rs.)
1 Female More than 40 years to less than 80 years 2000
2 Male More than 50 years to less than 80 years 2000
3 Both Female & Male 80 years or more 2500"
"Accidental Benefit","https://www.myscheme.gov.in/schemes/adwb","Benefits
Hospitalization for 5 or more days: Up to a maximum amount of ₹10,000/-.
Disablement due to accident: Up to a maximum amount of ₹50,00/-.
Pension for permanent disablement: ₹750/- Per Month.
Family Pension for permanent disablement: ₹375/- Per Month (in case of death of such pension holder, his/her spouse/ nominee will be entitled to family pension)."
"Subsistence and Transport Allowance to Disabled Students for Pursuing Education in Computer and Management","https://www.myscheme.gov.in/schemes/stadspecm","Benefits
Eligible students under this scheme will receive the following assistance:
Reimbursement of fees for computer and management courses.
A monthly subsistence allowance of ₹1,500/-.
A transport allowance of ₹500/- per month for those in Municipal Corporation areas and ₹300/- per month for those in Municipal Council areas."
"Civil Services Incentive Scheme for Persons with Disabilities","https://www.myscheme.gov.in/schemes/csispwd","Benefits
Under this scheme, eligible candidates will receive the following financial incentives:
₹20,000/- on passing the preliminary examination.
₹30,000/- on passing the main examination.
₹20,000/- on final selection. 
Note: The incentive amount is directly transferred to the applicant's bank account."
"Videsh Siksha Yojana (MPBOCWWB)","https://www.myscheme.gov.in/schemes/vsympbocwwb","Benefits
The following financial assistance will be provided to the applicant for pursuing education under the scheme:-
Tuition Fee: Payment of actual tuition fee or up to $40,000, whichever is less.
Subsistence Allowance: A maximum of $10,000 per year, based on the monthly expenditure in India and abroad as shown by the educational institution where the student is studying.
In addition to the visa fee and insurance premium, second-class rail/bus fare from the place of residence to the airport and back and actual economy-class airfare to the nearest place of the educational institution and back will be payable.
Note: The amount of grant will be credited into the student's account as per the prescribed fee payment schedule of the educational institution upon production of a certificate of continuity of studies in the institution."
"Research Scholarship for Disabled Students","https://www.myscheme.gov.in/schemes/rsds","Benefits
Under this scheme, differently-abled students who are registered for PhD research at any university in India receive a monthly scholarship of ₹16,000/-, totaling ₹1,92,000/- per year."
